web_scraper_order,web_scraper_start_url,data,name,data2,data3,data4,data5,image,image2,image3,image4
1781229523-1,https://www.tokopedia.com/cartiera/loco-polo-cartiera-scuba-280-gsm-boxy-polo-shirt-pria-kaos-kerah-lengan-pendek-1729904256308118989?extParam=ivf%3Dfalse%26keyword%3Dkaos+loco+poco%26search_id%3D2026060604094634ED066DF378EF0B643P%26src%3Dsearch&t_id=1780719014063&t_st=1&t_pp=search_result&t_efo=search_pure_goods_card&t_ef=goods_search&t_sm=&t_spt=search_result,Bagusssssssssssssssssssssssssssssssssssssss,Kholiq,Varian: XL,Lebih dari 1 tahun lalu,Membantu,Lihat Balasan,https://accounts.tokopedia.com/image/v1/u/32815062/user_thumbnail/desktop?ect=4g,https://p16-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/img/bjFkPX/2025/3/5/80b45c7c-5c0b-4bbb-86f5-18021e9099e3.jpg~tplv-aphluv4xwc-white-pad-v1:200:200.webp?lk3s=fddc9f6c&x-expires=1781240250&x-signature=%2FjQkjPa8%2BE0M6hrOSmRSo7OHO0Q%3D&x-signature-webp=%2FjQkjPa8%2BE0M6hrOSmRSo7OHO0Q%3D&ect=4g,"data:image/svg+xml,%3csvg xmlns=%27http://www.w3.org/2000/svg%27 version=%271.1%27 width=%2764%27 height=%2764%27/%3e","data:image/svg+xml,%3csvg xmlns=%27http://www.w3.org/2000/svg%27 version=%271.1%27 width=%2732%27 height=%2732%27/%3e"
1781229523-2,https://www.tokopedia.com/cartiera/loco-polo-cartiera-scuba-280-gsm-boxy-polo-shirt-pria-kaos-kerah-lengan-pendek-1729904256308118989?extParam=ivf%3Dfalse%26keyword%3Dkaos+loco+poco%26search_id%3D2026060604094634ED066DF378EF0B643P%26src%3Dsearch&t_id=1780719014063&t_st=1&t_pp=search_result&t_efo=search_pure_goods_card&t_ef=goods_search&t_sm=&t_spt=search_result,barang nya memuaskan min,Sastra,Varian: L,Lebih dari 1 tahun lalu,Membantu,Lihat Balasan,https://accounts.tokopedia.com/image/v1/u/260358595/user_thumbnail/desktop?ect=4g,,,"data:image/svg+xml,%3csvg xmlns=%27http://www.w3.org/2000/svg%27 version=%271.1%27 width=%2732%27 height=%2732%27/%3e"
1781229523-3,https://www.tokopedia.com/cartiera/loco-polo-cartiera-scuba-280-gsm-boxy-polo-shirt-pria-kaos-kerah-lengan-pendek-1729904256308118989?extParam=ivf%3Dfalse%26keyword%3Dkaos+loco+poco%26search_id%3D2026060604094634ED066DF378EF0B643P%26src%3Dsearch&t_id=1780719014063&t_st=1&t_pp=search_result&t_efo=search_pure_goods_card&t_ef=goods_search&t_sm=&t_spt=search_result,Terima kasih,Rendy,Varian: M,Lebih dari 1 tahun lalu,Membantu,Lihat Balasan,https://accounts.tokopedia.com/image/v1/u/16901189/user_thumbnail/desktop?ect=4g,,,"data:image/svg+xml,%3csvg xmlns=%27http://www.w3.org/2000/svg%27 version=%271.1%27 width=%2732%27 height=%2732%27/%3e"
1781229523-4,https://www.tokopedia.com/cartiera/loco-polo-cartiera-scuba-280-gsm-boxy-polo-shirt-pria-kaos-kerah-lengan-pendek-1729904256308118989?extParam=ivf%3Dfalse%26keyword%3Dkaos+loco+poco%26search_id%3D2026060604094634ED066DF378EF0B643P%26src%3Dsearch&t_id=1780719014063&t_st=1&t_pp=search_result&t_efo=search_pure_goods_card&t_ef=goods_search&t_sm=&t_spt=search_result,"keren banget bajunya, iseng pesen 1 aja buat test ukuran ternyata pas size M ini keren banget, cuma buat aku logonya yang di dada kebesaran ganti kecil aja, hanya masukan...",Tonny,Varian: M,Lebih dari 1 tahun lalu,Membantu,Lihat Balasan,https://accounts.tokopedia.com/image/v1/u/96023217/user_thumbnail/desktop?ect=4g,,,"data:image/svg+xml,%3csvg xmlns=%27http://www.w3.org/2000/svg%27 version=%271.1%27 width=%2732%27 height=%2732%27/%3e"
1781229523-5,https://www.tokopedia.com/cartiera/loco-polo-cartiera-scuba-280-gsm-boxy-polo-shirt-pria-kaos-kerah-lengan-pendek-1729904256308118989?extParam=ivf%3Dfalse%26keyword%3Dkaos+loco+poco%26search_id%3D2026060604094634ED066DF378EF0B643P%26src%3Dsearch&t_id=1780719014063&t_st=1&t_pp=search_result&t_efo=search_pure_goods_card&t_ef=goods_search&t_sm=&t_spt=search_result,"Bahannya bagus nihh Cuttingnya juga pass, harga segini keren sih uda dpt baju kek gini, buat design lain dong dgn bahan dan warna yg baru",Khilaf,Varian: L,Lebih dari 1 tahun lalu,Membantu,Lihat Balasan,https://accounts.tokopedia.com/image/v1/u/7948025/user_thumbnail/desktop?ect=4g,,,"data:image/svg+xml,%3csvg xmlns=%27http://www.w3.org/2000/svg%27 version=%271.1%27 width=%2732%27 height=%2732%27/%3e"
1781229523-6,https://www.tokopedia.com/cartiera/loco-polo-cartiera-scuba-280-gsm-boxy-polo-shirt-pria-kaos-kerah-lengan-pendek-1729904256308118989?extParam=ivf%3Dfalse%26keyword%3Dkaos+loco+poco%26search_id%3D2026060604094634ED066DF378EF0B643P%26src%3Dsearch&t_id=1780719014063&t_st=1&t_pp=search_result&t_efo=search_pure_goods_card&t_ef=goods_search&t_sm=&t_spt=search_result,gooddd,Andry,Varian: L,Lebih dari 1 tahun lalu,Membantu,Lihat Balasan,https://accounts.tokopedia.com/image/v1/u/172539539/user_thumbnail/desktop?ect=4g,,,"data:image/svg+xml,%3csvg xmlns=%27http://www.w3.org/2000/svg%27 version=%271.1%27 width=%2732%27 height=%2732%27/%3e"
1781229523-7,https://www.tokopedia.com/cartiera/loco-polo-cartiera-scuba-280-gsm-boxy-polo-shirt-pria-kaos-kerah-lengan-pendek-1729904256308118989?extParam=ivf%3Dfalse%26keyword%3Dkaos+loco+poco%26search_id%3D2026060604094634ED066DF378EF0B643P%26src%3Dsearch&t_id=1780719014063&t_st=1&t_pp=search_result&t_efo=search_pure_goods_card&t_ef=goods_search&t_sm=&t_spt=search_result,kerennn bangettttt asliiiiii,tegas,Varian: S,Lebih dari 1 tahun lalu,Membantu,Lihat Balasan,https://accounts.tokopedia.com/image/v1/u/9421056/user_thumbnail/desktop?ect=4g,,,"data:image/svg+xml,%3csvg xmlns=%27http://www.w3.org/2000/svg%27 version=%271.1%27 width=%2732%27 height=%2732%27/%3e"
1781229523-8,https://www.tokopedia.com/cartiera/loco-polo-cartiera-scuba-280-gsm-boxy-polo-shirt-pria-kaos-kerah-lengan-pendek-1729904256308118989?extParam=ivf%3Dfalse%26keyword%3Dkaos+loco+poco%26search_id%3D2026060604094634ED066DF378EF0B643P%26src%3Dsearch&t_id=1780719014063&t_st=1&t_pp=search_result&t_efo=search_pure_goods_card&t_ef=goods_search&t_sm=&t_spt=search_result,"Model keren, sesuai gambar, bahan adem, jahitan rapi dan cuttingan pas",M,Varian: XL,Lebih dari 1 tahun lalu,1 orang terbantu,Lihat Balasan,https://accounts.tokopedia.com/image/v1/u/210167704/user_thumbnail/desktop?ect=4g,https://p16-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/img/bjFkPX/2025/2/16/2c43f7cb-839b-43a8-b41c-f90dae386d71.jpg~tplv-aphluv4xwc-white-pad-v1:200:200.webp?lk3s=fddc9f6c&x-expires=1781240250&x-signature=I4JZzT430ceH09H1dqmozmiwUcg%3D&x-signature-webp=I4JZzT430ceH09H1dqmozmiwUcg%3D&ect=4g,"data:image/svg+xml,%3csvg xmlns=%27http://www.w3.org/2000/svg%27 version=%271.1%27 width=%2764%27 height=%2764%27/%3e","data:image/svg+xml,%3csvg xmlns=%27http://www.w3.org/2000/svg%27 version=%271.1%27 width=%2732%27 height=%2732%27/%3e"
1781229523-9,https://www.tokopedia.com/cartiera/loco-polo-cartiera-scuba-280-gsm-boxy-polo-shirt-pria-kaos-kerah-lengan-pendek-1729904256308118989?extParam=ivf%3Dfalse%26keyword%3Dkaos+loco+poco%26search_id%3D2026060604094634ED066DF378EF0B643P%26src%3Dsearch&t_id=1780719014063&t_st=1&t_pp=search_result&t_efo=search_pure_goods_card&t_ef=goods_search&t_sm=&t_spt=search_result,sudah monopolar mas pun slesai mam keadaannya yang digunakan sebagai bahan bakar minyak bersubsidi di dunia mama dan papanya mas bro dan sis ane juga udah ada,masMantri,Varian: XL,Lebih dari 1 tahun lalu,Membantu,Lihat Balasan,https://accounts.tokopedia.com/image/v1/u/254813563/user_thumbnail/desktop?ect=4g,https://p16-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/img/bjFkPX/2025/3/12/9235430a-7b9d-4c68-b90c-f06ad3ae27dc.jpg~tplv-aphluv4xwc-white-pad-v1:200:200.webp?lk3s=fddc9f6c&x-expires=1781240250&x-signature=QKyaTWkH8gtaFSOHFDkNB5KjyrI%3D&x-signature-webp=QKyaTWkH8gtaFSOHFDkNB5KjyrI%3D&ect=4g,"data:image/svg+xml,%3csvg xmlns=%27http://www.w3.org/2000/svg%27 version=%271.1%27 width=%2764%27 height=%2764%27/%3e","data:image/svg+xml,%3csvg xmlns=%27http://www.w3.org/2000/svg%27 version=%271.1%27 width=%2732%27 height=%2732%27/%3e"
1781229523-10,https://www.tokopedia.com/cartiera/loco-polo-cartiera-scuba-280-gsm-boxy-polo-shirt-pria-kaos-kerah-lengan-pendek-1729904256308118989?extParam=ivf%3Dfalse%26keyword%3Dkaos+loco+poco%26search_id%3D2026060604094634ED066DF378EF0B643P%26src%3Dsearch&t_id=1780719014063&t_st=1&t_pp=search_result&t_efo=search_pure_goods_card&t_ef=goods_search&t_sm=&t_spt=search_result,mantapppp🤘,anra,Varian: S,Lebih dari 1 tahun lalu,Membantu,Lihat Balasan,https://accounts.tokopedia.com/image/v1/u/25641872/user_thumbnail/desktop?ect=4g,,,"data:image/svg+xml,%3csvg xmlns=%27http://www.w3.org/2000/svg%27 version=%271.1%27 width=%2732%27 height=%2732%27/%3e"
1781229747-1,https://www.tokopedia.com/cartiera/loco-polo-cartiera-scuba-280-gsm-boxy-polo-shirt-pria-kaos-kerah-lengan-pendek-1729904256308118989?extParam=ivf%3Dfalse%26keyword%3Dkaos+loco+poco%26search_id%3D2026060604094634ED066DF378EF0B643P%26src%3Dsearch&t_id=1780719014063&t_st=1&t_pp=search_result&t_efo=search_pure_goods_card&t_ef=goods_search&t_sm=&t_spt=search_result,Luar biasa keren,M***a,Varian: Jet Black - S,Lebih dari 1 tahun lalu,Membantu,,"data:image/svg+xml,%3csvg xmlns=%27http://www.w3.org/2000/svg%27 version=%271.1%27 width=%2732%27 height=%2732%27/%3e",https://images.tokopedia.net/img/cache/100-square/default_v3-usrnophoto.png.webp?ect=4g,,
1781229747-2,https://www.tokopedia.com/cartiera/loco-polo-cartiera-scuba-280-gsm-boxy-polo-shirt-pria-kaos-kerah-lengan-pendek-1729904256308118989?extParam=ivf%3Dfalse%26keyword%3Dkaos+loco+poco%26search_id%3D2026060604094634ED066DF378EF0B643P%26src%3Dsearch&t_id=1780719014063&t_st=1&t_pp=search_result&t_efo=search_pure_goods_card&t_ef=goods_search&t_sm=&t_spt=search_result,Good,R***g,Varian: Jet Black - XL,Lebih dari 1 tahun lalu,Membantu,,"data:image/svg+xml,%3csvg xmlns=%27http://www.w3.org/2000/svg%27 version=%271.1%27 width=%2732%27 height=%2732%27/%3e",https://images.tokopedia.net/img/cache/100-square/default_v3-usrnophoto.png.webp?ect=4g,,
1781229747-3,https://www.tokopedia.com/cartiera/loco-polo-cartiera-scuba-280-gsm-boxy-polo-shirt-pria-kaos-kerah-lengan-pendek-1729904256308118989?extParam=ivf%3Dfalse%26keyword%3Dkaos+loco+poco%26search_id%3D2026060604094634ED066DF378EF0B643P%26src%3Dsearch&t_id=1780719014063&t_st=1&t_pp=search_result&t_efo=search_pure_goods_card&t_ef=goods_search&t_sm=&t_spt=search_result,Cakepp,Z***u,Varian: White - XL,Lebih dari 1 tahun lalu,Membantu,,"data:image/svg+xml,%3csvg xmlns=%27http://www.w3.org/2000/svg%27 version=%271.1%27 width=%2732%27 height=%2732%27/%3e",https://images.tokopedia.net/img/cache/100-square/default_v3-usrnophoto.png.webp?ect=4g,,
1781229747-4,https://www.tokopedia.com/cartiera/loco-polo-cartiera-scuba-280-gsm-boxy-polo-shirt-pria-kaos-kerah-lengan-pendek-1729904256308118989?extParam=ivf%3Dfalse%26keyword%3Dkaos+loco+poco%26search_id%3D2026060604094634ED066DF378EF0B643P%26src%3Dsearch&t_id=1780719014063&t_st=1&t_pp=search_result&t_efo=search_pure_goods_card&t_ef=goods_search&t_sm=&t_spt=search_result,Bagus banget,L***w,Varian: Jet Black - S,Lebih dari 1 tahun lalu,Membantu,,"data:image/svg+xml,%3csvg xmlns=%27http://www.w3.org/2000/svg%27 version=%271.1%27 width=%2732%27 height=%2732%27/%3e",https://images.tokopedia.net/img/cache/100-square/default_v3-usrnophoto.png.webp?ect=4g,,
1781229747-5,https://www.tokopedia.com/cartiera/loco-polo-cartiera-scuba-280-gsm-boxy-polo-shirt-pria-kaos-kerah-lengan-pendek-1729904256308118989?extParam=ivf%3Dfalse%26keyword%3Dkaos+loco+poco%26search_id%3D2026060604094634ED066DF378EF0B643P%26src%3Dsearch&t_id=1780719014063&t_st=1&t_pp=search_result&t_efo=search_pure_goods_card&t_ef=goods_search&t_sm=&t_spt=search_result,Bagus,A***u,Varian: Brown - L,Lebih dari 1 tahun lalu,Membantu,,"data:image/svg+xml,%3csvg xmlns=%27http://www.w3.org/2000/svg%27 version=%271.1%27 width=%2732%27 height=%2732%27/%3e",https://images.tokopedia.net/img/cache/100-square/default_v3-usrnophoto.png.webp?ect=4g,,
1781229747-6,https://www.tokopedia.com/cartiera/loco-polo-cartiera-scuba-280-gsm-boxy-polo-shirt-pria-kaos-kerah-lengan-pendek-1729904256308118989?extParam=ivf%3Dfalse%26keyword%3Dkaos+loco+poco%26search_id%3D2026060604094634ED066DF378EF0B643P%26src%3Dsearch&t_id=1780719014063&t_st=1&t_pp=search_result&t_efo=search_pure_goods_card&t_ef=goods_search&t_sm=&t_spt=search_result,"Keren, rekomen bangt",Y***b,Varian: Jet Black - L,Lebih dari 1 tahun lalu,Membantu,,"data:image/svg+xml,%3csvg xmlns=%27http://www.w3.org/2000/svg%27 version=%271.1%27 width=%2732%27 height=%2732%27/%3e",https://images.tokopedia.net/img/cache/100-square/default_v3-usrnophoto.png.webp?ect=4g,,
1781229747-7,https://www.tokopedia.com/cartiera/loco-polo-cartiera-scuba-280-gsm-boxy-polo-shirt-pria-kaos-kerah-lengan-pendek-1729904256308118989?extParam=ivf%3Dfalse%26keyword%3Dkaos+loco+poco%26search_id%3D2026060604094634ED066DF378EF0B643P%26src%3Dsearch&t_id=1780719014063&t_st=1&t_pp=search_result&t_efo=search_pure_goods_card&t_ef=goods_search&t_sm=&t_spt=search_result,Baik,K***c,Varian: White - L,Lebih dari 1 tahun lalu,Membantu,,"data:image/svg+xml,%3csvg xmlns=%27http://www.w3.org/2000/svg%27 version=%271.1%27 width=%2732%27 height=%2732%27/%3e",https://images.tokopedia.net/img/cache/100-square/default_v3-usrnophoto.png.webp?ect=4g,,
1781229747-8,https://www.tokopedia.com/cartiera/loco-polo-cartiera-scuba-280-gsm-boxy-polo-shirt-pria-kaos-kerah-lengan-pendek-1729904256308118989?extParam=ivf%3Dfalse%26keyword%3Dkaos+loco+poco%26search_id%3D2026060604094634ED066DF378EF0B643P%26src%3Dsearch&t_id=1780719014063&t_st=1&t_pp=search_result&t_efo=search_pure_goods_card&t_ef=goods_search&t_sm=&t_spt=search_result,Gokil bagus ni baju. Kita liat ketahanan nya stelah dicuci dan stelah dipakai. Semoga tahan,H***l,Varian: Jet Black - XL,Lebih dari 1 tahun lalu,Membantu,,"data:image/svg+xml,%3csvg xmlns=%27http://www.w3.org/2000/svg%27 version=%271.1%27 width=%2732%27 height=%2732%27/%3e",https://images.tokopedia.net/img/cache/100-square/default_v3-usrnophoto.png.webp?ect=4g,,
1781229747-9,https://www.tokopedia.com/cartiera/loco-polo-cartiera-scuba-280-gsm-boxy-polo-shirt-pria-kaos-kerah-lengan-pendek-1729904256308118989?extParam=ivf%3Dfalse%26keyword%3Dkaos+loco+poco%26search_id%3D2026060604094634ED066DF378EF0B643P%26src%3Dsearch&t_id=1780719014063&t_st=1&t_pp=search_result&t_efo=search_pure_goods_card&t_ef=goods_search&t_sm=&t_spt=search_result,Sukaaa bangettttt,K***u,Varian: Brown - XXL,Lebih dari 1 tahun lalu,Membantu,,"data:image/svg+xml,%3csvg xmlns=%27http://www.w3.org/2000/svg%27 version=%271.1%27 width=%2732%27 height=%2732%27/%3e",https://images.tokopedia.net/img/cache/100-square/default_v3-usrnophoto.png.webp?ect=4g,,
1781229747-10,https://www.tokopedia.com/cartiera/loco-polo-cartiera-scuba-280-gsm-boxy-polo-shirt-pria-kaos-kerah-lengan-pendek-1729904256308118989?extParam=ivf%3Dfalse%26keyword%3Dkaos+loco+poco%26search_id%3D2026060604094634ED066DF378EF0B643P%26src%3Dsearch&t_id=1780719014063&t_st=1&t_pp=search_result&t_efo=search_pure_goods_card&t_ef=goods_search&t_sm=&t_spt=search_result,Pemebeli pertama warna putih,Y***s,Varian: White - M,Lebih dari 1 tahun lalu,Membantu,,"data:image/svg+xml,%3csvg xmlns=%27http://www.w3.org/2000/svg%27 version=%271.1%27 width=%2732%27 height=%2732%27/%3e",https://images.tokopedia.net/img/cache/100-square/default_v3-usrnophoto.png.webp?ect=4g,,
1781229765-1,https://www.tokopedia.com/cartiera/loco-polo-cartiera-scuba-280-gsm-boxy-polo-shirt-pria-kaos-kerah-lengan-pendek-1729904256308118989?extParam=ivf%3Dfalse%26keyword%3Dkaos+loco+poco%26search_id%3D2026060604094634ED066DF378EF0B643P%26src%3Dsearch&t_id=1780719014063&t_st=1&t_pp=search_result&t_efo=search_pure_goods_card&t_ef=goods_search&t_sm=&t_spt=search_result,Varian: White - XL,B***s,kainnya gak sesuai,11 bulan lalu,Membantu,,"data:image/svg+xml,%3csvg xmlns=%27http://www.w3.org/2000/svg%27 version=%271.1%27 width=%2732%27 height=%2732%27/%3e",https://images.tokopedia.net/img/cache/100-square/default_v3-usrnophoto.png.webp?ect=4g,,
1781229765-2,https://www.tokopedia.com/cartiera/loco-polo-cartiera-scuba-280-gsm-boxy-polo-shirt-pria-kaos-kerah-lengan-pendek-1729904256308118989?extParam=ivf%3Dfalse%26keyword%3Dkaos+loco+poco%26search_id%3D2026060604094634ED066DF378EF0B643P%26src%3Dsearch&t_id=1780719014063&t_st=1&t_pp=search_result&t_efo=search_pure_goods_card&t_ef=goods_search&t_sm=&t_spt=search_result,Varian: Brown - L,W***b,Pengiriman telat dan baju nya agak robek dikit ini,10 bulan lalu,Membantu,,"data:image/svg+xml,%3csvg xmlns=%27http://www.w3.org/2000/svg%27 version=%271.1%27 width=%2732%27 height=%2732%27/%3e",https://images.tokopedia.net/img/cache/100-square/default_v3-usrnophoto.png.webp?ect=4g,,
1781229765-3,https://www.tokopedia.com/cartiera/loco-polo-cartiera-scuba-280-gsm-boxy-polo-shirt-pria-kaos-kerah-lengan-pendek-1729904256308118989?extParam=ivf%3Dfalse%26keyword%3Dkaos+loco+poco%26search_id%3D2026060604094634ED066DF378EF0B643P%26src%3Dsearch&t_id=1780719014063&t_st=1&t_pp=search_result&t_efo=search_pure_goods_card&t_ef=goods_search&t_sm=&t_spt=search_result,Varian: Jet Black - M,W***r,tidak sesuai dengan di video,9 bulan lalu,Membantu,,"data:image/svg+xml,%3csvg xmlns=%27http://www.w3.org/2000/svg%27 version=%271.1%27 width=%2732%27 height=%2732%27/%3e",https://images.tokopedia.net/img/cache/100-square/default_v3-usrnophoto.png.webp?ect=4g,,
1781229765-4,https://www.tokopedia.com/cartiera/loco-polo-cartiera-scuba-280-gsm-boxy-polo-shirt-pria-kaos-kerah-lengan-pendek-1729904256308118989?extParam=ivf%3Dfalse%26keyword%3Dkaos+loco+poco%26search_id%3D2026060604094634ED066DF378EF0B643P%26src%3Dsearch&t_id=1780719014063&t_st=1&t_pp=search_result&t_efo=search_pure_goods_card&t_ef=goods_search&t_sm=&t_spt=search_result,Varian: Jet Black - L,A***d,"Terlalu ngatung, lengan kegedean",11 bulan lalu,Membantu,,"data:image/svg+xml,%3csvg xmlns=%27http://www.w3.org/2000/svg%27 version=%271.1%27 width=%2732%27 height=%2732%27/%3e",https://images.tokopedia.net/img/cache/100-square/default_v3-usrnophoto.png.webp?ect=4g,,
1781229765-5,https://www.tokopedia.com/cartiera/loco-polo-cartiera-scuba-280-gsm-boxy-polo-shirt-pria-kaos-kerah-lengan-pendek-1729904256308118989?extParam=ivf%3Dfalse%26keyword%3Dkaos+loco+poco%26search_id%3D2026060604094634ED066DF378EF0B643P%26src%3Dsearch&t_id=1780719014063&t_st=1&t_pp=search_result&t_efo=search_pure_goods_card&t_ef=goods_search&t_sm=&t_spt=search_result,Varian: Jet Black - M,Y***y,size m dan l sama saja hanya beda panjang badan,11 bulan lalu,Membantu,,"data:image/svg+xml,%3csvg xmlns=%27http://www.w3.org/2000/svg%27 version=%271.1%27 width=%2732%27 height=%2732%27/%3e",https://images.tokopedia.net/img/cache/100-square/default_v3-usrnophoto.png.webp?ect=4g,,
1781229765-6,https://www.tokopedia.com/cartiera/loco-polo-cartiera-scuba-280-gsm-boxy-polo-shirt-pria-kaos-kerah-lengan-pendek-1729904256308118989?extParam=ivf%3Dfalse%26keyword%3Dkaos+loco+poco%26search_id%3D2026060604094634ED066DF378EF0B643P%26src%3Dsearch&t_id=1780719014063&t_st=1&t_pp=search_result&t_efo=search_pure_goods_card&t_ef=goods_search&t_sm=&t_spt=search_result,Varian: Brown - L,D***k,Bagus si tapi maaa barang baru ada ada sobeknya,Lebih dari 1 tahun lalu,Membantu,,"data:image/svg+xml,%3csvg xmlns=%27http://www.w3.org/2000/svg%27 version=%271.1%27 width=%2732%27 height=%2732%27/%3e",https://images.tokopedia.net/img/cache/100-square/default_v3-usrnophoto.png.webp?ect=4g,,
1781229765-7,https://www.tokopedia.com/cartiera/loco-polo-cartiera-scuba-280-gsm-boxy-polo-shirt-pria-kaos-kerah-lengan-pendek-1729904256308118989?extParam=ivf%3Dfalse%26keyword%3Dkaos+loco+poco%26search_id%3D2026060604094634ED066DF378EF0B643P%26src%3Dsearch&t_id=1780719014063&t_st=1&t_pp=search_result&t_efo=search_pure_goods_card&t_ef=goods_search&t_sm=&t_spt=search_result,Varian: Jet Black - XL,*****,panjang baju nya terlalu pendek,Lebih dari 1 tahun lalu,1 orang terbantu,,"data:image/svg+xml,%3csvg xmlns=%27http://www.w3.org/2000/svg%27 version=%271.1%27 width=%2732%27 height=%2732%27/%3e",https://images.tokopedia.net/img/cache/100-square/default_v3-usrnophoto.png.webp?ect=4g,,
1781229765-8,https://www.tokopedia.com/cartiera/loco-polo-cartiera-scuba-280-gsm-boxy-polo-shirt-pria-kaos-kerah-lengan-pendek-1729904256308118989?extParam=ivf%3Dfalse%26keyword%3Dkaos+loco+poco%26search_id%3D2026060604094634ED066DF378EF0B643P%26src%3Dsearch&t_id=1780719014063&t_st=1&t_pp=search_result&t_efo=search_pure_goods_card&t_ef=goods_search&t_sm=&t_spt=search_result,Varian: Jet Black - XL,j***l,miring co kerah ny,Lebih dari 1 tahun lalu,1 orang terbantu,,"data:image/svg+xml,%3csvg xmlns=%27http://www.w3.org/2000/svg%27 version=%271.1%27 width=%2732%27 height=%2732%27/%3e",https://images.tokopedia.net/img/cache/100-square/default_v3-usrnophoto.png.webp?ect=4g,,
1781229765-9,https://www.tokopedia.com/cartiera/loco-polo-cartiera-scuba-280-gsm-boxy-polo-shirt-pria-kaos-kerah-lengan-pendek-1729904256308118989?extParam=ivf%3Dfalse%26keyword%3Dkaos+loco+poco%26search_id%3D2026060604094634ED066DF378EF0B643P%26src%3Dsearch&t_id=1780719014063&t_st=1&t_pp=search_result&t_efo=search_pure_goods_card&t_ef=goods_search&t_sm=&t_spt=search_result,Varian: Jet Black - M,ã***_,,Lebih dari 1 tahun lalu,1 orang terbantu,,"data:image/svg+xml,%3csvg xmlns=%27http://www.w3.org/2000/svg%27 version=%271.1%27 width=%2732%27 height=%2732%27/%3e",https://images.tokopedia.net/img/cache/100-square/default_v3-usrnophoto.png.webp?ect=4g,,
1781229765-10,https://www.tokopedia.com/cartiera/loco-polo-cartiera-scuba-280-gsm-boxy-polo-shirt-pria-kaos-kerah-lengan-pendek-1729904256308118989?extParam=ivf%3Dfalse%26keyword%3Dkaos+loco+poco%26search_id%3D2026060604094634ED066DF378EF0B643P%26src%3Dsearch&t_id=1780719014063&t_st=1&t_pp=search_result&t_efo=search_pure_goods_card&t_ef=goods_search&t_sm=&t_spt=search_result,Varian: Jet Black - M,D***g,👍,Lebih dari 1 tahun lalu,1 orang terbantu,,"data:image/svg+xml,%3csvg xmlns=%27http://www.w3.org/2000/svg%27 version=%271.1%27 width=%2732%27 height=%2732%27/%3e",https://images.tokopedia.net/img/cache/100-square/default_v3-usrnophoto.png.webp?ect=4g,,
1781229779-1,https://www.tokopedia.com/cartiera/loco-polo-cartiera-scuba-280-gsm-boxy-polo-shirt-pria-kaos-kerah-lengan-pendek-1729904256308118989?extParam=ivf%3Dfalse%26keyword%3Dkaos+loco+poco%26search_id%3D2026060604094634ED066DF378EF0B643P%26src%3Dsearch&t_id=1780719014063&t_st=1&t_pp=search_result&t_efo=search_pure_goods_card&t_ef=goods_search&t_sm=&t_spt=search_result,Varian: Brown - M,ã***_,"Yang di pesan ukuran m tapi yang Dateng ukuran s, di koplain malah di biarin",1 orang terbantu,Lebih dari 1 tahun lalu,,,,"data:image/svg+xml,%3csvg xmlns=%27http://www.w3.org/2000/svg%27 version=%271.1%27 width=%2732%27 height=%2732%27/%3e",https://images.tokopedia.net/img/cache/100-square/default_v3-usrnophoto.png.webp?ect=4g
1781229779-2,https://www.tokopedia.com/cartiera/loco-polo-cartiera-scuba-280-gsm-boxy-polo-shirt-pria-kaos-kerah-lengan-pendek-1729904256308118989?extParam=ivf%3Dfalse%26keyword%3Dkaos+loco+poco%26search_id%3D2026060604094634ED066DF378EF0B643P%26src%3Dsearch&t_id=1780719014063&t_st=1&t_pp=search_result&t_efo=search_pure_goods_card&t_ef=goods_search&t_sm=&t_spt=search_result,Varian: Grey - L,H***f,Tidak sesuai..kainnya panas,Membantu,10 bulan lalu,,,,"data:image/svg+xml,%3csvg xmlns=%27http://www.w3.org/2000/svg%27 version=%271.1%27 width=%2732%27 height=%2732%27/%3e",https://images.tokopedia.net/img/cache/100-square/default_v3-usrnophoto.png.webp?ect=4g
